measnum,varname,strain,strainid,sex,mean,nmice,sd,sem,cv,minval,maxval,zscore
62022,num_arms_d2,BXD28,1128,m,5.40,10,0.843,0.267,0.156,4.00,7.00,0.05
62022,num_arms_d2,BXD31,1131,m,5.60,10,0.966,0.306,0.173,4.00,7.00,0.51
62022,num_arms_d2,BXD32,1132,m,5.00,10,1.05,0.333,0.211,3.00,6.00,-0.87
62022,num_arms_d2,BXD33,1133,m,6.00,1,0,0,0,6.00,6.00,1.43
62022,num_arms_d2,BXD34,1134,m,5.00,2,0,0,0,5.00,5.00,-0.87
62022,num_arms_d2,BXD39,1139,m,5.60,10,0.699,0.221,0.125,4.00,6.00,0.51
62022,num_arms_d2,BXD40,1140,m,5.40,10,1.07,0.340,0.199,4.00,7.00,0.05
62022,num_arms_d2,BXD42,1142,m,5.70,10,0.675,0.213,0.118,5.00,7.00,0.74
62022,num_arms_d2,BXD43,1143,m,4.70,10,0.483,0.153,0.103,4.00,5.00,-1.56
62022,num_arms_d2,BXD44,1144,m,4.90,10,0.738,0.233,0.151,4.00,6.00,-1.10
62022,num_arms_d2,BXD48,1148,m,5.70,10,1.16,0.367,0.203,4.00,8.00,0.74
62022,num_arms_d2,BXD49,1149,m,5.90,10,0.994,0.314,0.169,5.00,8.00,1.20
62022,num_arms_d2,BXD50,1150,m,5.20,10,1.14,0.359,0.218,3.00,7.00,-0.41
62022,num_arms_d2,BXD51,1151,m,4.80,10,0.789,0.249,0.164,4.00,6.00,-1.33
62022,num_arms_d2,BXD6,1106,m,5.00,10,0.667,0.211,0.133,4.00,6.00,-0.87
62022,num_arms_d2,BXD61,1161,m,5.10,10,0.738,0.233,0.145,4.00,6.00,-0.64
62022,num_arms_d2,BXD62,1162,m,6.60,10,0.843,0.267,0.128,6.00,8.00,2.81
62022,num_arms_d2,BXD65,1165,m,5.10,10,1.10,0.348,0.216,4.00,7.00,-0.64
62022,num_arms_d2,BXD66,1166,m,5.00,4,0.816,0.408,0.163,4.00,6.00,-0.87
62022,num_arms_d2,BXD68,1168,m,6.00,6,0.632,0.258,0.105,5.00,7.00,1.43
62022,num_arms_d2,BXD69,1169,m,4.70,10,0.949,0.300,0.202,4.00,6.00,-1.56
62022,num_arms_d2,BXD70,1170,m,5.30,10,0.675,0.213,0.127,4.00,6.00,-0.18
62022,num_arms_d2,BXD71,1171,m,5.50,2,0.707,0.500,0.129,5.00,6.00,0.28
62022,num_arms_d2,BXD73,1173,m,5.00,10,1.25,0.394,0.249,3.00,7.00,-0.87
62022,num_arms_d2,BXD75,1175,m,5.40,10,1.07,0.340,0.199,3.00,7.00,0.05
62022,num_arms_d2,BXD77,1177,m,5.25,4,0.957,0.479,0.182,4.00,6.00,-0.30
62022,num_arms_d2,BXD8,1108,m,5.50,10,0.972,0.307,0.177,4.00,7.00,0.28
62022,num_arms_d2,BXD80,1180,m,5.20,10,0.632,0.200,0.122,4.00,6.00,-0.41
62022,num_arms_d2,BXD81,1181,m,5.30,10,0.823,0.260,0.155,4.00,6.00,-0.18
62022,num_arms_d2,BXD84,1184,m,5.60,10,0.966,0.306,0.173,4.00,7.00,0.51
62022,num_arms_d2,BXD85,1185,m,4.75,4,1.26,0.629,0.265,3.00,6.00,-1.45
62022,num_arms_d2,BXD86,1186,m,5.50,10,0.707,0.224,0.129,5.00,7.00,0.28
62022,num_arms_d2,BXD87,1187,m,6.10,10,0.876,0.277,0.144,5.00,7.00,1.66
62022,num_arms_d2,BXD89,1189,m,5.70,10,0.949,0.300,0.166,4.00,7.00,0.74
62022,num_arms_d2,BXD90,1190,m,4.83,6,1.17,0.477,0.242,4.00,7.00,-1.26
62022,num_arms_d2,BXD92,1192,m,5.00,3,1.00,0.577,0.200,4.00,6.00,-0.87
62022,num_arms_d2,BXD96,1196,m,5.10,10,0.876,0.277,0.172,4.00,6.00,-0.64
62022,num_arms_d2,BXD97,1197,m,5.50,10,1.08,0.342,0.196,4.00,7.00,0.28
62022,num_arms_d2,BXD98,1198,m,5.14,7,0.900,0.340,0.175,4.00,6.00,-0.55
62022,num_arms_d2,C57BL/6J,7,m,5.70,10,1.16,0.367,0.203,4.00,7.00,0.74
62022,num_arms_d2,DBA/2J,8,m,5.10,10,1.10,0.348,0.216,3.00,7.00,-0.64
62023,num_arms_d3,BXD1,1101,f,5.00,2,0,0,0,5.00,5.00,-1.09
62023,num_arms_d3,BXD100,1100,f,6.20,10,1.03,0.327,0.167,4.00,7.00,0.96
62023,num_arms_d3,BXD101,1091,f,5.50,6,1.05,0.428,0.191,4.00,7.00,-0.23
62023,num_arms_d3,BXD102,1092,f,5.60,10,1.35,0.427,0.241,4.00,7.00,-0.06
62023,num_arms_d3,BXD11,1111,f,5.90,10,0.568,0.180,0.0962,5.00,7.00,0.45
62023,num_arms_d3,BXD13,1113,f,5.30,10,0.675,0.213,0.127,4.00,6.00,-0.58
62023,num_arms_d3,BXD14,1114,f,5.90,10,1.20,0.379,0.203,4.00,8.00,0.45
62023,num_arms_d3,BXD15,1115,f,6.20,10,1.03,0.327,0.167,5.00,8.00,0.96
62023,num_arms_d3,BXD16,1116,f,5.20,10,0.789,0.249,0.152,4.00,6.00,-0.75
62023,num_arms_d3,BXD18,1118,f,3.00,1,0,0,0,3.00,3.00,-4.50
62023,num_arms_d3,BXD19,1119,f,6.00,2,1.41,1.00,0.236,5.00,7.00,0.62
62023,num_arms_d3,BXD2,1102,f,4.90,10,0.876,0.277,0.179,4.00,6.00,-1.26
62023,num_arms_d3,BXD21,1121,f,4.70,10,0.675,0.213,0.144,4.00,6.00,-1.60
62023,num_arms_d3,BXD27,1127,f,5.70,10,1.42,0.448,0.249,3.00,7.00,0.11
62023,num_arms_d3,BXD28,1128,f,6.00,10,0.943,0.298,0.157,5.00,7.00,0.62
62023,num_arms_d3,BXD31,1131,f,6.00,10,0.816,0.258,0.136,5.00,7.00,0.62
62023,num_arms_d3,BXD32,1132,f,5.80,10,0.632,0.200,0.109,5.00,7.00,0.28
62023,num_arms_d3,BXD33,1133,f,4.00,1,0,0,0,4.00,4.00,-2.80
62023,num_arms_d3,BXD34,1134,f,7.00,2,0,0,0,7.00,7.00,2.33
62023,num_arms_d3,BXD39,1139,f,5.90,10,0.738,0.233,0.125,5.00,7.00,0.45
62023,num_arms_d3,BXD40,1140,f,6.10,10,0.316,0.1000,0.0518,6.00,7.00,0.79
62023,num_arms_d3,BXD42,1142,f,5.60,10,0.699,0.221,0.125,4.00,6.00,-0.06
62023,num_arms_d3,BXD43,1143,f,5.60,10,1.07,0.340,0.192,4.00,7.00,-0.06
62023,num_arms_d3,BXD44,1144,f,5.50,10,0.527,0.167,0.0958,5.00,6.00,-0.23
62023,num_arms_d3,BXD48,1148,f,5.50,10,0.972,0.307,0.177,4.00,7.00,-0.23
62023,num_arms_d3,BXD49,1149,f,6.20,10,0.632,0.200,0.102,5.00,7.00,0.96
62023,num_arms_d3,BXD50,1150,f,5.70,10,0.823,0.260,0.144,4.00,7.00,0.11
62023,num_arms_d3,BXD51,1151,f,6.10,10,0.994,0.314,0.163,5.00,7.00,0.79
62023,num_arms_d3,BXD6,1106,f,5.90,10,0.876,0.277,0.148,5.00,8.00,0.45
62023,num_arms_d3,BXD61,1161,f,5.60,10,0.966,0.306,0.173,4.00,7.00,-0.06
62023,num_arms_d3,BXD62,1162,f,5.60,10,1.07,0.340,0.192,4.00,7.00,-0.06
62023,num_arms_d3,BXD65,1165,f,5.17,6,0.753,0.307,0.146,4.00,6.00,-0.80
62023,num_arms_d3,BXD66,1166,f,6.25,4,0.500,0.250,0.0800,6.00,7.00,1.05
62023,num_arms_d3,BXD68,1168,f,5.75,4,0.500,0.250,0.0870,5.00,6.00,0.19
62023,num_arms_d3,BXD69,1169,f,5.50,10,0.972,0.307,0.177,4.00,7.00,-0.23
62023,num_arms_d3,BXD70,1170,f,5.50,10,0.527,0.167,0.0958,5.00,6.00,-0.23
62023,num_arms_d3,BXD73,1173,f,5.70,10,0.949,0.300,0.166,4.00,7.00,0.11
62023,num_arms_d3,BXD75,1175,f,5.50,10,1.08,0.342,0.196,4.00,7.00,-0.23
62023,num_arms_d3,BXD77,1177,f,5.75,4,1.50,0.750,0.261,5.00,8.00,0.19
62023,num_arms_d3,BXD8,1108,f,6.30,10,0.823,0.260,0.131,5.00,7.00,1.13
62023,num_arms_d3,BXD80,1180,f,5.50,10,0.850,0.269,0.155,4.00,7.00,-0.23
62023,num_arms_d3,BXD81,1181,f,5.70,10,0.949,0.300,0.166,4.00,7.00,0.11
62023,num_arms_d3,BXD84,1184,f,5.40,10,0.516,0.163,0.0956,5.00,6.00,-0.40
62023,num_arms_d3,BXD85,1185,f,5.75,4,0.500,0.250,0.0870,5.00,6.00,0.19
62023,num_arms_d3,BXD86,1186,f,5.80,10,1.03,0.327,0.178,5.00,8.00,0.28
62023,num_arms_d3,BXD87,1187,f,6.10,10,0.568,0.180,0.0931,5.00,7.00,0.79
62023,num_arms_d3,BXD89,1189,f,5.70,10,0.483,0.153,0.0847,5.00,6.00,0.11
62023,num_arms_d3,BXD90,1190,f,6.33,6,1.03,0.422,0.163,5.00,8.00,1.18
62023,num_arms_d3,BXD92,1192,f,6.00,2,1.41,1.00,0.236,5.00,7.00,0.62
62023,num_arms_d3,BXD96,1196,f,5.60,10,1.07,0.340,0.192,4.00,7.00,-0.06
62023,num_arms_d3,BXD97,1197,f,5.50,10,0.707,0.224,0.129,4.00,6.00,-0.23
62023,num_arms_d3,BXD98,1198,f,5.17,6,1.47,0.601,0.285,3.00,7.00,-0.80
62023,num_arms_d3,C57BL/6J,7,f,5.83,6,0.983,0.401,0.169,5.00,7.00,0.33
62023,num_arms_d3,DBA/2J,8,f,5.40,10,0.699,0.221,0.129,4.00,6.00,-0.40
62023,num_arms_d3,BXD1,1101,m,5.50,2,2.12,1.50,0.386,4.00,7.00,-0.55
62023,num_arms_d3,BXD100,1100,m,6.50,10,1.08,0.342,0.166,4.00,8.00,2.30
62023,num_arms_d3,BXD101,1091,m,6.00,8,0.756,0.267,0.126,5.00,7.00,0.88
62023,num_arms_d3,BXD102,1092,m,5.30,10,1.25,0.396,0.236,3.00,7.00,-1.12
62023,num_arms_d3,BXD11,1111,m,6.30,10,0.823,0.260,0.131,5.00,8.00,1.73
62023,num_arms_d3,BXD13,1113,m,6.00,10,0.667,0.211,0.111,5.00,7.00,0.88
62023,num_arms_d3,BXD14,1114,m,5.60,10,1.07,0.340,0.192,4.00,7.00,-0.26
62023,num_arms_d3,BXD15,1115,m,5.80,10,0.632,0.200,0.109,5.00,7.00,0.31
62023,num_arms_d3,BXD16,1116,m,6.10,10,1.10,0.348,0.180,4.00,8.00,1.16
62023,num_arms_d3,BXD18,1118,m,5.50,2,0.707,0.500,0.129,5.00,6.00,-0.55
62023,num_arms_d3,BXD19,1119,m,6.00,2,1.41,1.00,0.236,5.00,7.00,0.88
62023,num_arms_d3,BXD2,1102,m,5.20,10,0.632,0.200,0.122,4.00,6.00,-1.40
62023,num_arms_d3,BXD21,1121,m,5.00,8,1.07,0.378,0.214,3.00,6.00,-1.97
62023,num_arms_d3,BXD27,1127,m,5.70,10,0.823,0.260,0.144,4.00,7.00,0.02
62023,num_arms_d3,BXD28,1128,m,5.40,10,1.17,0.371,0.217,3.00,7.00,-0.83
62023,num_arms_d3,BXD31,1131,m,5.80,10,1.03,0.327,0.178,4.00,7.00,0.31
62023,num_arms_d3,BXD32,1132,m,5.10,10,0.876,0.277,0.172,3.00,6.00,-1.69
62023,num_arms_d3,BXD33,1133,m,5.00,1,0,0,0,5.00,5.00,-1.97
62023,num_arms_d3,BXD34,1134,m,5.50,2,0.707,0.500,0.129,5.00,6.00,-0.55
62023,num_arms_d3,BXD39,1139,m,5.50,10,0.850,0.269,0.155,4.00,7.00,-0.55
62023,num_arms_d3,BXD40,1140,m,5.40,10,0.516,0.163,0.0956,5.00,6.00,-0.83
62023,num_arms_d3,BXD42,1142,m,6.20,10,0.919,0.291,0.148,5.00,7.00,1.44
62023,num_arms_d3,BXD43,1143,m,5.40,10,1.17,0.371,0.217,4.00,7.00,-0.83
62023,num_arms_d3,BXD44,1144,m,6.20,10,0.789,0.249,0.127,5.00,8.00,1.44
62023,num_arms_d3,BXD48,1148,m,5.50,10,1.08,0.342,0.196,4.00,7.00,-0.55
62023,num_arms_d3,BXD49,1149,m,5.80,10,1.23,0.389,0.212,3.00,7.00,0.31
62023,num_arms_d3,BXD50,1150,m,5.40,10,0.966,0.306,0.179,4.00,7.00,-0.83
62023,num_arms_d3,BXD51,1151,m,5.90,10,0.738,0.233,0.125,5.00,7.00,0.59
62023,num_arms_d3,BXD6,1106,m,5.60,10,0.966,0.306,0.173,4.00,7.00,-0.26
62023,num_arms_d3,BXD61,1161,m,5.50,10,0.707,0.224,0.129,4.00,6.00,-0.55
62023,num_arms_d3,BXD62,1162,m,5.90,10,0.994,0.314,0.169,4.00,7.00,0.59
62023,num_arms_d3,BXD65,1165,m,6.10,10,0.738,0.233,0.121,5.00,7.00,1.16
62023,num_arms_d3,BXD66,1166,m,5.75,4,0.500,0.250,0.0870,5.00,6.00,0.16
62023,num_arms_d3,BXD68,1168,m,6.00,6,1.26,0.516,0.211,5.00,8.00,0.88
62023,num_arms_d3,BXD69,1169,m,5.20,10,1.40,0.442,0.269,2.00,7.00,-1.40
62023,num_arms_d3,BXD70,1170,m,5.30,10,0.823,0.260,0.155,4.00,6.00,-1.12
62023,num_arms_d3,BXD71,1171,m,6.00,2,0,0,0,6.00,6.00,0.88
62023,num_arms_d3,BXD73,1173,m,6.10,10,0.738,0.233,0.121,5.00,7.00,1.16
62023,num_arms_d3,BXD75,1175,m,5.60,10,0.699,0.221,0.125,5.00,7.00,-0.26
62023,num_arms_d3,BXD77,1177,m,5.75,4,1.26,0.629,0.219,4.00,7.00,0.16
62023,num_arms_d3,BXD8,1108,m,5.40,10,0.966,0.306,0.179,4.00,7.00,-0.83
62023,num_arms_d3,BXD80,1180,m,5.20,10,1.40,0.442,0.269,4.00,7.00,-1.40
62023,num_arms_d3,BXD81,1181,m,5.30,10,0.949,0.300,0.179,4.00,7.00,-1.12
62023,num_arms_d3,BXD84,1184,m,6.00,10,1.05,0.333,0.176,4.00,7.00,0.88
62023,num_arms_d3,BXD85,1185,m,6.00,4,0.816,0.408,0.136,5.00,7.00,0.88
62023,num_arms_d3,BXD86,1186,m,5.40,10,0.699,0.221,0.129,5.00,7.00,-0.83
62023,num_arms_d3,BXD87,1187,m,6.00,10,0.943,0.298,0.157,4.00,7.00,0.88
62023,num_arms_d3,BXD89,1189,m,5.80,10,0.632,0.200,0.109,5.00,7.00,0.31
62023,num_arms_d3,BXD90,1190,m,5.83,6,0.753,0.307,0.129,5.00,7.00,0.39
62023,num_arms_d3,BXD92,1192,m,6.00,3,1.00,0.577,0.167,5.00,7.00,0.88
62023,num_arms_d3,BXD96,1196,m,5.40,10,1.07,0.340,0.199,3.00,7.00,-0.83
62023,num_arms_d3,BXD97,1197,m,5.90,10,0.876,0.277,0.148,5.00,7.00,0.59
62023,num_arms_d3,BXD98,1198,m,5.86,7,0.900,0.340,0.154,5.00,7.00,0.48
62023,num_arms_d3,C57BL/6J,7,m,5.50,10,0.972,0.307,0.177,4.00,7.00,-0.55
62023,num_arms_d3,DBA/2J,8,m,6.10,10,0.568,0.180,0.0931,5.00,7.00,1.16
62024,num_arms_d4,BXD1,1101,f,6.50,2,0.707,0.500,0.109,6.00,7.00,1.62
62024,num_arms_d4,BXD100,1100,f,5.60,10,0.516,0.163,0.0922,5.00,6.00,-0.58
62024,num_arms_d4,BXD101,1091,f,5.83,6,0.983,0.401,0.169,4.00,7.00,-0.02
62024,num_arms_d4,BXD102,1092,f,5.30,10,0.675,0.213,0.127,5.00,7.00,-1.31
62024,num_arms_d4,BXD11,1111,f,6.00,10,0.667,0.211,0.111,5.00,7.00,0.40
62024,num_arms_d4,BXD13,1113,f,5.90,10,1.20,0.379,0.203,4.00,8.00,0.16
62024,num_arms_d4,BXD14,1114,f,5.90,10,0.876,0.277,0.148,5.00,7.00,0.16
62024,num_arms_d4,BXD15,1115,f,5.70,10,1.25,0.396,0.220,4.00,8.00,-0.33
62024,num_arms_d4,BXD16,1116,f,5.30,10,1.25,0.396,0.236,3.00,7.00,-1.31
62024,num_arms_d4,BXD18,1118,f,7.00,1,0,0,0,7.00,7.00,2.84
62024,num_arms_d4,BXD19,1119,f,5.00,2,1.41,1.00,0.283,4.00,6.00,-2.04
62024,num_arms_d4,BXD2,1102,f,5.60,10,0.699,0.221,0.125,5.00,7.00,-0.58
62024,num_arms_d4,BXD21,1121,f,5.10,10,0.568,0.180,0.111,4.00,6.00,-1.80
62024,num_arms_d4,BXD27,1127,f,5.70,10,0.949,0.300,0.166,5.00,7.00,-0.33
62024,num_arms_d4,BXD28,1128,f,5.70,10,0.823,0.260,0.144,4.00,7.00,-0.33
62024,num_arms_d4,BXD31,1131,f,6.00,10,0.816,0.258,0.136,5.00,7.00,0.40
62024,num_arms_d4,BXD32,1132,f,5.90,10,0.876,0.277,0.148,5.00,7.00,0.16
62024,num_arms_d4,BXD33,1133,f,6.00,1,0,0,0,6.00,6.00,0.40
62024,num_arms_d4,BXD34,1134,f,6.50,2,0.707,0.500,0.109,6.00,7.00,1.62
62024,num_arms_d4,BXD39,1139,f,5.70,10,1.25,0.396,0.220,3.00,7.00,-0.33
62024,num_arms_d4,BXD40,1140,f,6.00,10,0.667,0.211,0.111,5.00,7.00,0.40
62024,num_arms_d4,BXD42,1142,f,5.60,10,1.71,0.542,0.306,2.00,8.00,-0.58
62024,num_arms_d4,BXD43,1143,f,5.80,10,0.919,0.291,0.158,5.00,8.00,-0.09
62024,num_arms_d4,BXD44,1144,f,6.10,10,1.20,0.379,0.196,4.00,8.00,0.64
62024,num_arms_d4,BXD48,1148,f,5.90,10,0.568,0.180,0.0962,5.00,7.00,0.16
62024,num_arms_d4,BXD49,1149,f,6.20,10,1.03,0.327,0.167,4.00,7.00,0.89
62024,num_arms_d4,BXD50,1150,f,5.70,10,0.675,0.213,0.118,5.00,7.00,-0.33
62024,num_arms_d4,BXD51,1151,f,5.70,10,0.823,0.260,0.144,5.00,7.00,-0.33
62024,num_arms_d4,BXD6,1106,f,5.50,10,0.707,0.224,0.129,4.00,6.00,-0.82
62024,num_arms_d4,BXD61,1161,f,6.10,10,0.738,0.233,0.121,5.00,7.00,0.64
62024,num_arms_d4,BXD62,1162,f,5.60,10,0.516,0.163,0.0922,5.00,6.00,-0.58
62024,num_arms_d4,BXD65,1165,f,6.33,6,0.516,0.211,0.0815,6.00,7.00,1.21
62024,num_arms_d4,BXD66,1166,f,6.00,4,0.816,0.408,0.136,5.00,7.00,0.40
62024,num_arms_d4,BXD68,1168,f,5.25,4,0.957,0.479,0.182,4.00,6.00,-1.43
62024,num_arms_d4,BXD69,1169,f,6.10,10,0.994,0.314,0.163,4.00,7.00,0.64
62024,num_arms_d4,BXD70,1170,f,5.10,10,0.876,0.277,0.172,4.00,6.00,-1.80
62024,num_arms_d4,BXD73,1173,f,6.10,10,0.876,0.277,0.144,5.00,8.00,0.64
62024,num_arms_d4,BXD75,1175,f,6.10,10,0.568,0.180,0.0931,5.00,7.00,0.64
62024,num_arms_d4,BXD77,1177,f,5.00,4,0.816,0.408,0.163,4.00,6.00,-2.04
62024,num_arms_d4,BXD8,1108,f,6.10,10,0.876,0.277,0.144,5.00,8.00,0.64
62024,num_arms_d4,BXD80,1180,f,5.60,10,0.843,0.267,0.151,4.00,7.00,-0.58
62024,num_arms_d4,BXD81,1181,f,6.00,10,1.25,0.394,0.208,4.00,8.00,0.40
62024,num_arms_d4,BXD84,1184,f,6.60,10,0.516,0.163,0.0782,6.00,7.00,1.86
62024,num_arms_d4,BXD85,1185,f,5.75,4,0.500,0.250,0.0870,5.00,6.00,-0.21
62024,num_arms_d4,BXD86,1186,f,5.80,10,0.919,0.291,0.158,4.00,7.00,-0.09
62024,num_arms_d4,BXD87,1187,f,6.20,10,0.422,0.133,0.0680,6.00,7.00,0.89
62024,num_arms_d4,BXD89,1189,f,5.70,10,0.949,0.300,0.166,4.00,7.00,-0.33
62024,num_arms_d4,BXD90,1190,f,5.67,6,1.03,0.422,0.182,4.00,7.00,-0.41
62024,num_arms_d4,BXD92,1192,f,6.50,2,0.707,0.500,0.109,6.00,7.00,1.62
62024,num_arms_d4,BXD96,1196,f,6.10,10,0.568,0.180,0.0931,5.00,7.00,0.64
62024,num_arms_d4,BXD97,1197,f,6.00,10,1.15,0.365,0.192,4.00,8.00,0.40
62024,num_arms_d4,BXD98,1198,f,6.00,6,0.632,0.258,0.105,5.00,7.00,0.40
62024,num_arms_d4,C57BL/6J,7,f,5.33,6,0.516,0.211,0.0968,5.00,6.00,-1.24
62024,num_arms_d4,DBA/2J,8,f,5.40,10,0.843,0.267,0.156,4.00,7.00,-1.07
62024,num_arms_d4,BXD1,1101,m,5.50,2,0.707,0.500,0.129,5.00,6.00,-0.92
62024,num_arms_d4,BXD100,1100,m,6.50,10,0.850,0.269,0.131,5.00,8.00,1.45
62024,num_arms_d4,BXD101,1091,m,5.50,8,0.535,0.189,0.0972,5.00,6.00,-0.92
62024,num_arms_d4,BXD102,1092,m,4.90,10,0.994,0.314,0.203,3.00,6.00,-2.34
62024,num_arms_d4,BXD11,1111,m,5.80,10,1.23,0.389,0.212,4.00,8.00,-0.21
62024,num_arms_d4,BXD13,1113,m,5.70,10,1.06,0.335,0.186,4.00,7.00,-0.44
62024,num_arms_d4,BXD14,1114,m,5.50,10,0.850,0.269,0.155,4.00,7.00,-0.92
62024,num_arms_d4,BXD15,1115,m,6.30,10,0.823,0.260,0.131,5.00,8.00,0.98
62024,num_arms_d4,BXD16,1116,m,6.00,10,0.816,0.258,0.136,5.00,7.00,0.27
62024,num_arms_d4,BXD18,1118,m,6.00,2,0,0,0,6.00,6.00,0.27
62025,num_arms_d5,BXD65,1165,f,6.00,6,0.894,0.365,0.149,5.00,7.00,0.25
62024,num_arms_d4,BXD19,1119,m,6.50,2,0.707,0.500,0.109,6.00,7.00,1.45
62024,num_arms_d4,BXD2,1102,m,5.70,10,0.483,0.153,0.0847,5.00,6.00,-0.44
62024,num_arms_d4,BXD21,1121,m,4.50,8,1.51,0.535,0.336,2.00,7.00,-3.29
62024,num_arms_d4,BXD27,1127,m,5.80,10,0.789,0.249,0.136,5.00,7.00,-0.21
62024,num_arms_d4,BXD28,1128,m,6.10,10,0.876,0.277,0.144,5.00,7.00,0.50
62024,num_arms_d4,BXD31,1131,m,5.70,10,0.823,0.260,0.144,4.00,7.00,-0.44
62024,num_arms_d4,BXD32,1132,m,6.20,10,0.789,0.249,0.127,5.00,7.00,0.74
62024,num_arms_d4,BXD33,1133,m,6.00,1,0,0,0,6.00,6.00,0.27
62024,num_arms_d4,BXD34,1134,m,5.50,2,2.12,1.50,0.386,4.00,7.00,-0.92
62024,num_arms_d4,BXD39,1139,m,5.90,10,0.738,0.233,0.125,5.00,7.00,0.03
62024,num_arms_d4,BXD40,1140,m,5.70,10,1.16,0.367,0.203,3.00,7.00,-0.44
62024,num_arms_d4,BXD42,1142,m,5.50,10,1.18,0.373,0.214,4.00,7.00,-0.92
62024,num_arms_d4,BXD43,1143,m,6.20,10,1.03,0.327,0.167,5.00,8.00,0.74
62024,num_arms_d4,BXD44,1144,m,6.70,10,0.823,0.260,0.123,5.00,8.00,1.93
62024,num_arms_d4,BXD48,1148,m,6.40,10,0.516,0.163,0.0807,6.00,7.00,1.22
62024,num_arms_d4,BXD49,1149,m,6.20,10,1.14,0.359,0.183,4.00,7.00,0.74
62024,num_arms_d4,BXD50,1150,m,6.30,10,0.823,0.260,0.131,5.00,8.00,0.98
62024,num_arms_d4,BXD51,1151,m,6.20,10,0.789,0.249,0.127,5.00,7.00,0.74
62024,num_arms_d4,BXD6,1106,m,6.00,10,0.667,0.211,0.111,5.00,7.00,0.27
62024,num_arms_d4,BXD61,1161,m,6.00,10,0.943,0.298,0.157,4.00,7.00,0.27
62024,num_arms_d4,BXD62,1162,m,6.30,10,0.675,0.213,0.107,5.00,7.00,0.98
62024,num_arms_d4,BXD65,1165,m,5.90,10,0.738,0.233,0.125,5.00,7.00,0.03
62024,num_arms_d4,BXD66,1166,m,6.00,4,1.41,0.707,0.236,4.00,7.00,0.27
62024,num_arms_d4,BXD68,1168,m,6.00,6,1.10,0.447,0.183,4.00,7.00,0.27
62024,num_arms_d4,BXD69,1169,m,5.90,10,0.876,0.277,0.148,5.00,7.00,0.03
62024,num_arms_d4,BXD70,1170,m,5.50,10,0.707,0.224,0.129,4.00,6.00,-0.92
62024,num_arms_d4,BXD71,1171,m,6.50,2,0.707,0.500,0.109,6.00,7.00,1.45
62024,num_arms_d4,BXD73,1173,m,5.60,10,0.699,0.221,0.125,5.00,7.00,-0.68
62024,num_arms_d4,BXD75,1175,m,6.00,10,0.943,0.298,0.157,5.00,8.00,0.27
62024,num_arms_d4,BXD77,1177,m,6.00,4,0.816,0.408,0.136,5.00,7.00,0.27
62024,num_arms_d4,BXD8,1108,m,6.30,10,0.675,0.213,0.107,6.00,8.00,0.98
62024,num_arms_d4,BXD80,1180,m,5.40,10,0.966,0.306,0.179,4.00,7.00,-1.16
62024,num_arms_d4,BXD81,1181,m,5.60,10,0.843,0.267,0.151,4.00,7.00,-0.68
62024,num_arms_d4,BXD84,1184,m,6.20,10,0.632,0.200,0.102,5.00,7.00,0.74
62024,num_arms_d4,BXD85,1185,m,5.50,4,0.577,0.289,0.105,5.00,6.00,-0.92
62024,num_arms_d4,BXD86,1186,m,5.90,10,0.738,0.233,0.125,5.00,7.00,0.03
62024,num_arms_d4,BXD87,1187,m,6.10,10,0.994,0.314,0.163,5.00,8.00,0.50
62024,num_arms_d4,BXD89,1189,m,5.90,10,0.876,0.277,0.148,4.00,7.00,0.03
62024,num_arms_d4,BXD90,1190,m,6.17,6,0.983,0.401,0.159,5.00,8.00,0.67
62024,num_arms_d4,BXD92,1192,m,5.00,3,1.00,0.577,0.200,4.00,6.00,-2.10
62024,num_arms_d4,BXD96,1196,m,5.80,10,1.23,0.389,0.212,4.00,7.00,-0.21
62024,num_arms_d4,BXD97,1197,m,6.00,10,1.05,0.333,0.176,4.00,7.00,0.27
62024,num_arms_d4,BXD98,1198,m,6.43,7,0.787,0.297,0.122,5.00,7.00,1.29
62024,num_arms_d4,C57BL/6J,7,m,5.20,10,1.23,0.389,0.236,3.00,7.00,-1.63
62024,num_arms_d4,DBA/2J,8,m,5.80,10,0.422,0.133,0.0727,5.00,6.00,-0.21
62025,num_arms_d5,BXD1,1101,f,6.50,2,0.707,0.500,0.109,6.00,7.00,1.54
62025,num_arms_d5,BXD100,1100,f,6.20,10,0.919,0.291,0.148,4.00,7.00,0.77
62025,num_arms_d5,BXD101,1091,f,6.17,6,1.33,0.543,0.216,4.00,8.00,0.69
62025,num_arms_d5,BXD102,1092,f,5.50,10,0.972,0.307,0.177,4.00,7.00,-1.05
62025,num_arms_d5,BXD11,1111,f,6.00,10,0.816,0.258,0.136,5.00,7.00,0.25
62025,num_arms_d5,BXD13,1113,f,5.90,10,0.994,0.314,0.169,4.00,7.00,-0.01
62025,num_arms_d5,BXD14,1114,f,6.20,10,0.632,0.200,0.102,5.00,7.00,0.77
62025,num_arms_d5,BXD15,1115,f,6.00,10,0.667,0.211,0.111,5.00,7.00,0.25
62025,num_arms_d5,BXD16,1116,f,5.50,10,0.850,0.269,0.155,4.00,7.00,-1.05
62025,num_arms_d5,BXD18,1118,f,5.00,1,0,0,0,5.00,5.00,-2.34
62025,num_arms_d5,BXD19,1119,f,6.00,2,1.41,1.00,0.236,5.00,7.00,0.25
