measnum,varname,strain,strainid,sex,mean,nmice,sd,sem,cv,minval,maxval,zscore
62051,iipmf_R,BXD27,1127,f,23750,5,8219,3676,0.346,11868,34893,-1.14
62051,iipmf_R,BXD28,1128,f,37403,5,13768,6157,0.368,21481,58528,0.22
62051,iipmf_R,BXD31,1131,f,25411,5,7647,3420,0.301,17159,34534,-0.98
62051,iipmf_R,BXD32,1132,f,24255,5,4405,1970,0.182,17467,28825,-1.09
62051,iipmf_R,BXD34,1134,f,43542,1,0,0,0,43542,43542,0.83
62051,iipmf_R,BXD39,1139,f,41607,5,8658,3872,0.208,28776,52337,0.64
62051,iipmf_R,BXD40,1140,f,32950,5,6340,2835,0.192,23858,41626,-0.23
62051,iipmf_R,BXD42,1142,f,31777,5,8309,3716,0.261,20779,39743,-0.34
62051,iipmf_R,BXD43,1143,f,37548,5,12588,5629,0.335,23971,51626,0.23
62051,iipmf_R,BXD44,1144,f,30656,5,4161,1861,0.136,26046,35219,-0.45
62051,iipmf_R,BXD48,1148,f,28252,5,6482,2899,0.229,17902,34930,-0.69
62051,iipmf_R,BXD49,1149,f,36092,4,10969,5484,0.304,21477,47792,0.09
62051,iipmf_R,BXD50,1150,f,24768,5,2030,908,0.0819,22671,27987,-1.04
62051,iipmf_R,BXD51,1151,f,45035,5,13069,5845,0.290,31865,61257,0.98
62051,iipmf_R,BXD6,1106,f,22512,5,4928,2204,0.219,17882,30012,-1.27
62051,iipmf_R,BXD61,1161,f,47139,5,4794,2144,0.102,41807,51870,1.19
62051,iipmf_R,BXD62,1162,f,50811,5,8200,3667,0.161,39941,59278,1.56
62051,iipmf_R,BXD65,1165,f,38469,3,6221,3592,0.162,32451,44875,0.33
62051,iipmf_R,BXD66,1166,f,36804,2,1396,987,0.0379,35817,37791,0.16
62051,iipmf_R,BXD68,1168,f,25279,2,2261,1599,0.0895,23680,26878,-0.99
62051,iipmf_R,BXD69,1169,f,40111,4,5327,2663,0.133,36374,48001,0.49
62051,iipmf_R,BXD70,1170,f,38898,5,11110,4969,0.286,21839,52729,0.37
62051,iipmf_R,BXD73,1173,f,27092,5,5441,2433,0.201,20653,35623,-0.81
62051,iipmf_R,BXD75,1175,f,38326,5,5237,2342,0.137,32418,46413,0.31
62051,iipmf_R,BXD77,1177,f,33526,2,17282,12220,0.515,21305,45746,-0.17
62051,iipmf_R,BXD8,1108,f,59386,5,14067,6291,0.237,39742,72131,2.42
62051,iipmf_R,BXD80,1180,f,37762,5,8465,3786,0.224,24113,45416,0.26
62051,iipmf_R,BXD81,1181,f,27436,5,7414,3316,0.270,20056,38427,-0.78
62051,iipmf_R,BXD84,1184,f,26801,5,10547,4717,0.394,18178,44759,-0.84
62051,iipmf_R,BXD85,1185,f,28527,2,6724,4755,0.236,23772,33282,-0.67
62051,iipmf_R,BXD86,1186,f,21592,5,8003,3579,0.371,11811,33151,-1.36
62051,iipmf_R,BXD87,1187,f,26619,5,6087,2722,0.229,18189,35176,-0.86
62051,iipmf_R,BXD89,1189,f,37248,5,8499,3801,0.228,28497,50312,0.20
62051,iipmf_R,BXD90,1190,f,40459,3,23958,13832,0.592,21391,67350,0.52
62051,iipmf_R,BXD92,1192,f,23239,1,0,0,0,23239,23239,-1.20
62051,iipmf_R,BXD96,1196,f,31921,5,3936,1760,0.123,25938,35329,-0.33
62051,iipmf_R,BXD97,1197,f,31324,5,13977,6251,0.446,11986,46663,-0.39
62051,iipmf_R,BXD98,1198,f,31647,2,14841,10494,0.469,21153,42141,-0.36
62051,iipmf_R,C57BL/6J,7,f,61970,5,16658,7450,0.269,44378,85962,2.67
62051,iipmf_R,DBA/2J,8,f,27441,5,12743,5699,0.464,13332,42917,-0.78
62051,iipmf_R,BXD1,1101,m,26854,1,0,0,0,26854,26854,-1.00
62051,iipmf_R,BXD100,1100,m,36400,5,5879,2629,0.161,28712,42879,0.11
62051,iipmf_R,BXD101,1091,m,32235,4,8696,4348,0.270,23699,42373,-0.37
62051,iipmf_R,BXD102,1092,m,38273,5,5047,2257,0.132,30984,43134,0.33
62051,iipmf_R,BXD11,1111,m,33764,5,15013,6714,0.445,16257,49805,-0.20
62051,iipmf_R,BXD13,1113,m,27070,5,12626,5647,0.466,17162,46552,-0.97
62051,iipmf_R,BXD14,1114,m,32011,5,11601,5188,0.362,20760,47062,-0.40
62051,iipmf_R,BXD15,1115,m,22864,5,9406,4207,0.411,11497,34129,-1.46
62051,iipmf_R,BXD16,1116,m,35276,5,11576,5177,0.328,21861,47869,-0.02
62051,iipmf_R,BXD18,1118,m,34607,1,0,0,0,34607,34607,-0.10
62051,iipmf_R,BXD19,1119,m,27658,1,0,0,0,27658,27658,-0.90
62051,iipmf_R,BXD2,1102,m,39635,5,9076,4059,0.229,33145,55526,0.48
62051,iipmf_R,BXD21,1121,m,38035,6,9767,3987,0.257,23694,48705,0.30
62051,iipmf_R,BXD27,1127,m,30183,5,8202,3668,0.272,22714,41884,-0.61
62051,iipmf_R,BXD28,1128,m,42003,5,2621,1172,0.0624,37770,44366,0.76
62051,iipmf_R,BXD31,1131,m,28527,4,8062,4031,0.283,19301,37749,-0.80
62051,iipmf_R,BXD32,1132,m,27763,5,8055,3602,0.290,18893,37985,-0.89
62051,iipmf_R,BXD33,1133,m,37170,1,0,0,0,37170,37170,0.20
62051,iipmf_R,BXD34,1134,m,31247,1,0,0,0,31247,31247,-0.49
62051,iipmf_R,BXD39,1139,m,35369,5,9335,4175,0.264,24929,43760,-0.01
62051,iipmf_R,BXD40,1140,m,42557,5,2196,982,0.0516,40276,44989,0.82
62051,iipmf_R,BXD42,1142,m,28205,5,3881,1736,0.138,23488,32916,-0.84
62051,iipmf_R,BXD43,1143,m,32907,5,7460,3336,0.227,22458,40100,-0.30
62051,iipmf_R,BXD44,1144,m,42569,5,14743,6593,0.346,28223,61097,0.82
62051,iipmf_R,BXD48,1148,m,25774,5,8934,3995,0.347,18217,39846,-1.12
62051,iipmf_R,BXD49,1149,m,40674,5,15924,7122,0.392,23183,62052,0.60
62051,iipmf_R,BXD50,1150,m,32889,5,11591,5184,0.352,21204,47333,-0.30
62051,iipmf_R,BXD51,1151,m,45454,5,11110,4969,0.244,36461,62986,1.16
62051,iipmf_R,BXD6,1106,m,33031,4,9010,4505,0.273,22805,44184,-0.28
62051,iipmf_R,BXD61,1161,m,52610,5,10837,4846,0.206,42856,70329,1.99
62051,iipmf_R,BXD62,1162,m,54990,5,17475,7815,0.318,41967,85036,2.27
62051,iipmf_R,BXD65,1165,m,35136,5,4727,2114,0.135,27373,39696,-0.04
62051,iipmf_R,BXD66,1166,m,35532,2,7133,5044,0.201,30488,40576,0.01
62051,iipmf_R,BXD68,1168,m,29992,3,6452,3725,0.215,24174,36930,-0.63
62051,iipmf_R,BXD69,1169,m,54077,5,11346,5074,0.210,41774,67919,2.16
62051,iipmf_R,BXD70,1170,m,50768,5,12775,5713,0.252,34403,70066,1.78
62051,iipmf_R,BXD71,1171,m,43270,1,0,0,0,43270,43270,0.91
62051,iipmf_R,BXD73,1173,m,35286,5,8388,3751,0.238,26630,48605,-0.02
62051,iipmf_R,BXD75,1175,m,40070,5,13247,5924,0.331,23177,58970,0.53
62051,iipmf_R,BXD77,1177,m,31237,2,10005,7074,0.320,24163,38311,-0.49
62051,iipmf_R,BXD8,1108,m,48647,5,15249,6819,0.313,28579,68906,1.53
62051,iipmf_R,BXD80,1180,m,30305,5,3282,1468,0.108,27005,34756,-0.60
62051,iipmf_R,BXD81,1181,m,26638,5,11594,5185,0.435,13618,41572,-1.02
62051,iipmf_R,BXD84,1184,m,25999,5,5049,2258,0.194,18677,31624,-1.10
62051,iipmf_R,BXD85,1185,m,26245,2,5237,3703,0.200,22542,29948,-1.07
62051,iipmf_R,BXD86,1186,m,21668,4,2962,1481,0.137,18593,25510,-1.60
62051,iipmf_R,BXD87,1187,m,25694,5,7520,3363,0.293,19976,38770,-1.13
62051,iipmf_R,BXD89,1189,m,48396,5,12777,5714,0.264,37054,70413,1.50
62051,iipmf_R,BXD90,1190,m,42613,3,11684,6746,0.274,31122,54481,0.83
62051,iipmf_R,BXD92,1192,m,28070,1,0,0,0,28070,28070,-0.86
62051,iipmf_R,BXD96,1196,m,30419,5,12119,5420,0.398,19385,50476,-0.58
62051,iipmf_R,BXD97,1197,m,32712,4,8251,4125,0.252,22953,41314,-0.32
62051,iipmf_R,BXD98,1198,m,32128,4,8182,4091,0.255,20199,38585,-0.39
62051,iipmf_R,C57BL/6J,7,m,58066,5,15541,6950,0.268,30527,68118,2.62
62051,iipmf_R,DBA/2J,8,m,28707,5,12084,5404,0.421,17269,49166,-0.78
62052,iipmf_pct_L,BXD1,1101,f,2.03,1,0,0,0,2.03,2.03,-0.47
62052,iipmf_pct_L,BXD100,1100,f,2.13,5,0.650,0.291,0.305,1.22,2.73,-0.32
62052,iipmf_pct_L,BXD101,1091,f,1.83,3,0.510,0.294,0.279,1.50,2.42,-0.76
62052,iipmf_pct_L,BXD102,1092,f,2.80,5,1.14,0.512,0.409,1.58,4.39,0.67
62052,iipmf_pct_L,BXD11,1111,f,2.54,5,0.625,0.279,0.246,2.06,3.52,0.28
62052,iipmf_pct_L,BXD13,1113,f,2.25,5,0.364,0.163,0.162,1.61,2.50,-0.14
62052,iipmf_pct_L,BXD14,1114,f,2.21,5,0.436,0.195,0.197,1.74,2.71,-0.20
62052,iipmf_pct_L,BXD15,1115,f,1.55,5,0.552,0.247,0.357,0.946,2.17,-1.18
62052,iipmf_pct_L,BXD16,1116,f,2.01,5,0.612,0.274,0.304,1.50,3.01,-0.50
62052,iipmf_pct_L,BXD18,1118,f,1.89,1,0,0,0,1.89,1.89,-0.67
62052,iipmf_pct_L,BXD19,1119,f,2.97,1,0,0,0,2.97,2.97,0.92
62052,iipmf_pct_L,BXD2,1102,f,2.32,5,0.603,0.270,0.260,1.96,3.39,-0.04
62052,iipmf_pct_L,BXD21,1121,f,3.03,5,0.261,0.117,0.0862,2.69,3.35,1.01
62052,iipmf_pct_L,BXD27,1127,f,2.12,5,0.934,0.418,0.440,0.973,3.50,-0.34
62052,iipmf_pct_L,BXD28,1128,f,3.08,5,0.849,0.380,0.275,2.16,4.36,1.08
62052,iipmf_pct_L,BXD31,1131,f,1.96,5,0.768,0.343,0.391,1.15,3.17,-0.57
62052,iipmf_pct_L,BXD32,1132,f,1.72,5,0.278,0.125,0.162,1.35,2.13,-0.93
62052,iipmf_pct_L,BXD34,1134,f,2.18,1,0,0,0,2.18,2.18,-0.25
62052,iipmf_pct_L,BXD39,1139,f,2.77,5,0.375,0.168,0.135,2.47,3.40,0.62
62052,iipmf_pct_L,BXD40,1140,f,2.26,5,0.266,0.119,0.118,1.88,2.63,-0.13
62052,iipmf_pct_L,BXD42,1142,f,2.02,5,0.724,0.324,0.358,1.25,3.04,-0.48
62052,iipmf_pct_L,BXD43,1143,f,2.18,5,0.831,0.371,0.381,1.24,3.46,-0.25
62052,iipmf_pct_L,BXD44,1144,f,2.03,5,0.378,0.169,0.186,1.40,2.40,-0.47
62052,iipmf_pct_L,BXD48,1148,f,1.76,5,0.249,0.112,0.142,1.35,1.98,-0.87
62052,iipmf_pct_L,BXD49,1149,f,2.55,4,0.835,0.417,0.327,1.40,3.20,0.30
62052,iipmf_pct_L,BXD50,1150,f,1.98,5,0.472,0.211,0.238,1.36,2.46,-0.54
62052,iipmf_pct_L,BXD51,1151,f,3.25,5,1.34,0.599,0.412,2.08,5.39,1.33
62052,iipmf_pct_L,BXD6,1106,f,1.77,5,0.297,0.133,0.168,1.49,2.23,-0.85
62052,iipmf_pct_L,BXD61,1161,f,3.71,5,0.320,0.143,0.0862,3.39,4.12,2.01
62052,iipmf_pct_L,BXD62,1162,f,3.77,5,0.943,0.422,0.250,2.52,4.88,2.10
62052,iipmf_pct_L,BXD65,1165,f,2.56,3,0.670,0.387,0.261,1.79,2.96,0.31
62052,iipmf_pct_L,BXD66,1166,f,2.20,2,0.188,0.133,0.0855,2.07,2.33,-0.22
62052,iipmf_pct_L,BXD68,1168,f,1.62,2,0.162,0.114,0.100,1.50,1.73,-1.07
62052,iipmf_pct_L,BXD69,1169,f,3.42,4,0.840,0.420,0.246,2.29,4.31,1.58
62052,iipmf_pct_L,BXD70,1170,f,3.10,5,0.418,0.187,0.135,2.71,3.71,1.11
62052,iipmf_pct_L,BXD73,1173,f,1.73,5,0.461,0.206,0.266,1.13,2.42,-0.91
62052,iipmf_pct_L,BXD75,1175,f,2.49,5,0.462,0.206,0.185,2.06,3.14,0.21
62052,iipmf_pct_L,BXD77,1177,f,1.80,2,0.929,0.657,0.515,1.15,2.46,-0.81
62052,iipmf_pct_L,BXD8,1108,f,3.89,5,1.13,0.504,0.290,2.18,5.14,2.28
62052,iipmf_pct_L,BXD80,1180,f,2.96,5,0.686,0.307,0.232,2.04,3.96,0.91
62052,iipmf_pct_L,BXD81,1181,f,1.84,5,0.751,0.336,0.408,0.848,2.79,-0.75
62052,iipmf_pct_L,BXD84,1184,f,1.76,5,0.546,0.244,0.310,0.903,2.32,-0.87
62052,iipmf_pct_L,BXD85,1185,f,1.55,2,0.0467,0.0330,0.0301,1.52,1.58,-1.18
62052,iipmf_pct_L,BXD86,1186,f,1.26,5,0.384,0.172,0.306,0.770,1.66,-1.60
62052,iipmf_pct_L,BXD87,1187,f,2.20,5,0.722,0.323,0.328,1.71,3.47,-0.22
62052,iipmf_pct_L,BXD89,1189,f,3.20,5,0.862,0.385,0.269,2.27,4.54,1.26
62052,iipmf_pct_L,BXD90,1190,f,2.75,3,1.27,0.733,0.461,1.53,4.06,0.60
62052,iipmf_pct_L,BXD92,1192,f,1.13,1,0,0,0,1.13,1.13,-1.80
62052,iipmf_pct_L,BXD96,1196,f,1.89,5,0.265,0.119,0.140,1.60,2.29,-0.67
62052,iipmf_pct_L,BXD97,1197,f,1.94,5,0.623,0.279,0.321,0.879,2.40,-0.60
62052,iipmf_pct_L,BXD98,1198,f,2.21,2,1.28,0.908,0.580,1.31,3.12,-0.20
62052,iipmf_pct_L,C57BL/6J,7,f,4.13,5,1.08,0.481,0.261,2.89,5.50,2.63
62052,iipmf_pct_L,DBA/2J,8,f,2.09,5,0.626,0.280,0.299,1.41,2.90,-0.38
62052,iipmf_pct_L,BXD1,1101,m,1.61,1,0,0,0,1.61,1.61,-1.13
62052,iipmf_pct_L,BXD100,1100,m,2.42,5,0.424,0.190,0.175,1.89,3.05,0.05
62052,iipmf_pct_L,BXD101,1091,m,2.19,4,1.09,0.546,0.498,1.16,3.32,-0.29
62052,iipmf_pct_L,BXD102,1092,m,2.54,5,0.902,0.403,0.355,1.27,3.78,0.22
62052,iipmf_pct_L,BXD11,1111,m,2.40,5,0.999,0.447,0.416,0.966,3.33,0.02
62052,iipmf_pct_L,BXD13,1113,m,2.16,5,0.612,0.274,0.283,1.58,3.00,-0.33
62052,iipmf_pct_L,BXD14,1114,m,2.21,5,0.642,0.287,0.291,1.52,3.15,-0.26
62052,iipmf_pct_L,BXD15,1115,m,1.31,5,0.168,0.0750,0.128,1.13,1.49,-1.57
62052,iipmf_pct_L,BXD16,1116,m,2.08,5,0.614,0.275,0.295,1.17,2.85,-0.45
62052,iipmf_pct_L,BXD18,1118,m,2.60,1,0,0,0,2.60,2.60,0.31
62052,iipmf_pct_L,BXD19,1119,m,1.80,1,0,0,0,1.80,1.80,-0.86
62052,iipmf_pct_L,BXD2,1102,m,2.58,5,0.671,0.300,0.260,1.87,3.69,0.28
62052,iipmf_pct_L,BXD21,1121,m,2.64,6,0.882,0.360,0.333,1.56,3.92,0.37
62052,iipmf_pct_L,BXD27,1127,m,2.65,5,0.323,0.145,0.122,2.24,3.00,0.38
62052,iipmf_pct_L,BXD28,1128,m,2.82,5,0.291,0.130,0.103,2.42,3.22,0.63
62052,iipmf_pct_L,BXD31,1131,m,2.33,4,1.13,0.564,0.483,1.24,3.89,-0.09
62052,iipmf_pct_L,BXD32,1132,m,1.40,5,0.423,0.189,0.301,1.09,2.14,-1.44
62052,iipmf_pct_L,BXD33,1133,m,3.43,1,0,0,0,3.43,3.43,1.52
62052,iipmf_pct_L,BXD34,1134,m,2.28,1,0,0,0,2.28,2.28,-0.16
62052,iipmf_pct_L,BXD39,1139,m,2.57,5,0.532,0.238,0.207,1.84,3.27,0.26
62052,iipmf_pct_L,BXD40,1140,m,2.47,5,0.284,0.127,0.115,2.08,2.84,0.12
62052,iipmf_pct_L,BXD42,1142,m,1.84,5,0.337,0.151,0.183,1.49,2.21,-0.80
62052,iipmf_pct_L,BXD43,1143,m,2.57,5,0.833,0.372,0.324,1.45,3.72,0.26
62052,iipmf_pct_L,BXD44,1144,m,2.26,5,0.319,0.143,0.141,1.90,2.64,-0.19
62052,iipmf_pct_L,BXD48,1148,m,1.66,5,0.516,0.231,0.311,1.16,2.47,-1.06
62052,iipmf_pct_L,BXD49,1149,m,2.53,5,1.07,0.481,0.424,1.42,3.89,0.21
62052,iipmf_pct_L,BXD50,1150,m,2.51,5,0.575,0.257,0.229,1.57,3.14,0.18
62052,iipmf_pct_L,BXD51,1151,m,3.31,5,0.340,0.152,0.103,2.73,3.58,1.34
62052,iipmf_pct_L,BXD6,1106,m,1.92,4,0.669,0.335,0.349,1.39,2.79,-0.68
62052,iipmf_pct_L,BXD61,1161,m,3.73,5,0.523,0.234,0.140,3.11,4.30,1.95
62052,iipmf_pct_L,BXD62,1162,m,4.23,5,1.07,0.479,0.253,3.26,5.97,2.68
62052,iipmf_pct_L,BXD65,1165,m,2.53,5,0.702,0.314,0.277,1.92,3.64,0.21
62052,iipmf_pct_L,BXD66,1166,m,2.72,2,0.531,0.376,0.195,2.34,3.10,0.48
62052,iipmf_pct_L,BXD68,1168,m,1.95,3,0.103,0.0593,0.0528,1.84,2.04,-0.64
62052,iipmf_pct_L,BXD69,1169,m,3.76,5,1.05,0.470,0.279,2.64,4.93,2.00
62052,iipmf_pct_L,BXD70,1170,m,3.13,5,0.614,0.274,0.196,2.51,3.99,1.08
62052,iipmf_pct_L,BXD71,1171,m,2.96,1,0,0,0,2.96,2.96,0.83
62052,iipmf_pct_L,BXD73,1173,m,2.09,5,0.742,0.332,0.356,1.20,3.26,-0.44
62052,iipmf_pct_L,BXD75,1175,m,2.65,5,0.541,0.242,0.204,1.80,3.26,0.38
62052,iipmf_pct_L,BXD77,1177,m,1.23,2,0.346,0.245,0.282,0.984,1.47,-1.69
62052,iipmf_pct_L,BXD8,1108,m,3.42,5,1.33,0.596,0.390,2.28,5.56,1.50
62052,iipmf_pct_L,BXD80,1180,m,2.48,5,0.370,0.166,0.149,1.99,2.94,0.13
62052,iipmf_pct_L,BXD81,1181,m,1.57,5,0.782,0.350,0.498,0.749,2.67,-1.19
62052,iipmf_pct_L,BXD84,1184,m,1.81,5,0.493,0.220,0.272,1.22,2.37,-0.84
62052,iipmf_pct_L,BXD85,1185,m,1.64,2,0.211,0.149,0.129,1.49,1.78,-1.09
62052,iipmf_pct_L,BXD86,1186,m,1.52,4,0.132,0.0660,0.0865,1.35,1.67,-1.27
62052,iipmf_pct_L,BXD87,1187,m,2.52,5,0.743,0.332,0.295,1.60,3.55,0.19
62052,iipmf_pct_L,BXD89,1189,m,2.64,5,0.537,0.240,0.203,1.83,3.26,0.37
62052,iipmf_pct_L,BXD90,1190,m,2.66,3,0.477,0.275,0.179,2.17,3.12,0.40
62052,iipmf_pct_L,BXD92,1192,m,1.14,1,0,0,0,1.14,1.14,-1.82
62052,iipmf_pct_L,BXD96,1196,m,2.03,5,0.440,0.197,0.217,1.37,2.36,-0.52
62052,iipmf_pct_L,BXD97,1197,m,1.99,4,0.340,0.170,0.171,1.71,2.48,-0.58
62052,iipmf_pct_L,BXD98,1198,m,2.02,4,0.693,0.346,0.343,1.12,2.63,-0.54
62052,iipmf_pct_L,C57BL/6J,7,m,4.09,5,1.19,0.533,0.291,2.41,5.09,2.48
62052,iipmf_pct_L,DBA/2J,8,m,1.78,5,0.496,0.222,0.279,1.33,2.62,-0.89
62053,iipmf_pct_R,BXD1,1101,f,2.03,1,0,0,0,2.03,2.03,-0.53
62053,iipmf_pct_R,BXD100,1100,f,2.37,5,0.309,0.138,0.130,1.89,2.65,0.01
62053,iipmf_pct_R,BXD101,1091,f,2.01,3,0.530,0.306,0.263,1.47,2.53,-0.56
62053,iipmf_pct_R,BXD102,1092,f,2.40,5,1.15,0.515,0.480,1.32,4.26,0.06
62053,iipmf_pct_R,BXD11,1111,f,2.72,5,0.419,0.187,0.154,2.33,3.40,0.57
62053,iipmf_pct_R,BXD13,1113,f,2.71,5,0.608,0.272,0.224,2.21,3.51,0.56
62053,iipmf_pct_R,BXD14,1114,f,2.00,5,0.441,0.197,0.220,1.47,2.48,-0.58
62053,iipmf_pct_R,BXD15,1115,f,1.56,5,0.479,0.214,0.307,0.985,2.08,-1.28
62053,iipmf_pct_R,BXD16,1116,f,2.46,5,0.828,0.370,0.336,1.75,3.74,0.16
62053,iipmf_pct_R,BXD18,1118,f,1.61,1,0,0,0,1.61,1.61,-1.20
62053,iipmf_pct_R,BXD19,1119,f,2.78,1,0,0,0,2.78,2.78,0.67
62053,iipmf_pct_R,BXD2,1102,f,2.42,5,0.312,0.139,0.129,2.10,2.88,0.09
62053,iipmf_pct_R,BXD21,1121,f,3.21,5,0.559,0.250,0.174,2.60,3.97,1.35
62053,iipmf_pct_R,BXD27,1127,f,1.87,5,0.533,0.239,0.285,1.07,2.56,-0.78
62053,iipmf_pct_R,BXD28,1128,f,2.80,5,0.985,0.441,0.352,1.41,4.12,0.70
62053,iipmf_pct_R,BXD31,1131,f,1.83,5,0.489,0.219,0.267,1.25,2.50,-0.85
62053,iipmf_pct_R,BXD32,1132,f,1.91,5,0.435,0.194,0.228,1.23,2.44,-0.72
62053,iipmf_pct_R,BXD34,1134,f,2.60,1,0,0,0,2.60,2.60,0.38
62053,iipmf_pct_R,BXD39,1139,f,2.90,5,0.589,0.263,0.203,2.16,3.42,0.86
62053,iipmf_pct_R,BXD40,1140,f,2.03,5,0.499,0.223,0.245,1.38,2.74,-0.53
62053,iipmf_pct_R,BXD42,1142,f,2.03,5,0.426,0.190,0.210,1.39,2.54,-0.53
62053,iipmf_pct_R,BXD43,1143,f,2.37,5,0.836,0.374,0.352,1.66,3.73,0.01
62053,iipmf_pct_R,BXD44,1144,f,2.15,5,0.335,0.150,0.155,1.79,2.44,-0.34
62053,iipmf_pct_R,BXD48,1148,f,1.90,5,0.508,0.227,0.267,1.08,2.40,-0.73
62053,iipmf_pct_R,BXD49,1149,f,2.63,4,1.11,0.555,0.422,1.47,3.90,0.43
62053,iipmf_pct_R,BXD50,1150,f,2.10,5,0.301,0.134,0.143,1.84,2.55,-0.42
62053,iipmf_pct_R,BXD51,1151,f,3.47,5,1.10,0.494,0.318,2.53,4.92,1.77
62053,iipmf_pct_R,BXD6,1106,f,1.53,5,0.361,0.162,0.236,1.19,2.15,-1.32
62053,iipmf_pct_R,BXD61,1161,f,3.65,5,0.586,0.262,0.161,3.05,4.40,2.05
62053,iipmf_pct_R,BXD62,1162,f,3.75,5,0.567,0.254,0.151,3.24,4.67,2.21
62053,iipmf_pct_R,BXD65,1165,f,3.04,3,0.784,0.452,0.258,2.38,3.90,1.08
62053,iipmf_pct_R,BXD66,1166,f,2.35,2,0.170,0.120,0.0721,2.23,2.47,-0.02
62053,iipmf_pct_R,BXD68,1168,f,1.63,2,0.128,0.0905,0.0785,1.54,1.72,-1.16
62053,iipmf_pct_R,BXD69,1169,f,3.06,4,0.793,0.396,0.259,2.22,3.96,1.11
62053,iipmf_pct_R,BXD70,1170,f,3.14,5,0.573,0.256,0.182,2.32,3.88,1.24
62053,iipmf_pct_R,BXD73,1173,f,1.71,5,0.316,0.141,0.184,1.35,2.17,-1.04
62053,iipmf_pct_R,BXD75,1175,f,2.63,5,0.419,0.187,0.159,2.07,3.06,0.43
62053,iipmf_pct_R,BXD77,1177,f,1.76,2,0.739,0.523,0.420,1.24,2.28,-0.96
62053,iipmf_pct_R,BXD8,1108,f,3.54,5,1.09,0.486,0.307,2.08,4.86,1.88
62053,iipmf_pct_R,BXD80,1180,f,2.74,5,0.509,0.228,0.186,1.90,3.23,0.60
62053,iipmf_pct_R,BXD81,1181,f,1.63,5,0.579,0.259,0.356,0.944,2.45,-1.16
62053,iipmf_pct_R,BXD84,1184,f,1.85,5,0.678,0.303,0.366,1.12,2.91,-0.81
62053,iipmf_pct_R,BXD85,1185,f,1.84,2,0.511,0.361,0.277,1.48,2.21,-0.83
62053,iipmf_pct_R,BXD86,1186,f,1.50,5,0.540,0.241,0.360,0.940,2.13,-1.37
62053,iipmf_pct_R,BXD87,1187,f,2.32,5,0.455,0.203,0.196,1.89,2.95,-0.07
62053,iipmf_pct_R,BXD89,1189,f,2.55,5,0.542,0.242,0.213,1.87,3.24,0.30
62053,iipmf_pct_R,BXD90,1190,f,2.64,3,1.55,0.893,0.587,1.39,4.37,0.44
62053,iipmf_pct_R,BXD92,1192,f,1.21,1,0,0,0,1.21,1.21,-1.83
62053,iipmf_pct_R,BXD96,1196,f,1.99,5,0.209,0.0935,0.105,1.76,2.27,-0.59
62053,iipmf_pct_R,BXD97,1197,f,1.96,5,0.622,0.278,0.317,0.946,2.48,-0.64
62053,iipmf_pct_R,BXD98,1198,f,2.45,2,1.40,0.993,0.574,1.45,3.44,0.14
62053,iipmf_pct_R,C57BL/6J,7,f,3.84,5,0.789,0.353,0.206,3.19,5.16,2.35
62053,iipmf_pct_R,DBA/2J,8,f,1.97,5,0.642,0.287,0.326,1.38,2.92,-0.62
62053,iipmf_pct_R,BXD1,1101,m,2.02,1,0,0,0,2.02,2.02,-0.61
62053,iipmf_pct_R,BXD100,1100,m,2.46,5,0.459,0.205,0.186,2.09,3.24,0.08
62053,iipmf_pct_R,BXD101,1091,m,2.09,4,0.699,0.350,0.335,1.38,2.73,-0.50
62053,iipmf_pct_R,BXD102,1092,m,2.81,5,0.456,0.204,0.162,2.07,3.31,0.63
62053,iipmf_pct_R,BXD11,1111,m,2.35,5,1.08,0.481,0.457,0.989,3.71,-0.09
62053,iipmf_pct_R,BXD13,1113,m,1.98,5,0.636,0.285,0.321,1.32,2.81,-0.67
62053,iipmf_pct_R,BXD14,1114,m,1.94,5,0.555,0.248,0.286,1.35,2.53,-0.73
62053,iipmf_pct_R,BXD15,1115,m,1.36,5,0.448,0.200,0.330,0.861,1.92,-1.64
62053,iipmf_pct_R,BXD16,1116,m,2.17,5,0.608,0.272,0.280,1.48,2.82,-0.37
62053,iipmf_pct_R,BXD18,1118,m,2.77,1,0,0,0,2.77,2.77,0.57
62053,iipmf_pct_R,BXD19,1119,m,1.66,1,0,0,0,1.66,1.66,-1.17
62053,iipmf_pct_R,BXD2,1102,m,2.34,5,0.530,0.237,0.226,1.86,3.20,-0.11
62053,iipmf_pct_R,BXD21,1121,m,2.46,6,0.560,0.229,0.227,1.87,3.46,0.08
62053,iipmf_pct_R,BXD27,1127,m,2.35,5,0.570,0.255,0.243,1.78,3.16,-0.09
62053,iipmf_pct_R,BXD28,1128,m,2.94,5,0.285,0.127,0.0969,2.48,3.22,0.83
62053,iipmf_pct_R,BXD31,1131,m,2.20,4,0.643,0.322,0.292,1.45,2.95,-0.33
62053,iipmf_pct_R,BXD32,1132,m,1.95,5,0.520,0.233,0.266,1.50,2.83,-0.72
62053,iipmf_pct_R,BXD33,1133,m,2.69,1,0,0,0,2.69,2.69,0.44
62053,iipmf_pct_R,BXD34,1134,m,2.12,1,0,0,0,2.12,2.12,-0.45
62053,iipmf_pct_R,BXD39,1139,m,2.47,5,0.580,0.259,0.235,1.71,3.19,0.10
62053,iipmf_pct_R,BXD40,1140,m,2.68,5,0.232,0.104,0.0867,2.47,3.05,0.43
